,AccountNo,BetDate,ClassId,CategoryId,Source,BetCount,Bet_Amt,Win_Amt,Product,AccountNo_[0],Bet_Amt_[0],Vegas,Sportsbook,Games,Casino,Poker,Bingo,#N/A,Adjustments,CustId,CurrencyCode,DailyDepositLimit,StakeScale,SourceProd,AccountLocation,Title,FirstName,LastName,CreateDate,CountryCode,Language,Status,DateOfBirth,Contact,CustomerGroup,CLASSID,CATEGORYID,product,sub_product,description,bet_or_play
264,00J381    ,10/11/2012,2,9,M,5,700.0,1200.0,Sportsbook,00C017    ,650.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
265,01148BP   ,13/09/2012,2,9,I,3,700.0,0.0,Sportsbook,00J381    ,650.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
266,01148BP   ,04/11/2012,2,9,I,3,700.0,475.0,Sportsbook,01148BP   ,650.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
267,01148BP   ,16/11/2012,2,9,M,2,700.0,1300.0,Sportsbook,01284UW   ,650.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
268,01152SJ   ,04/09/2012,22528_PRCH,22528,I,3,698.979,0.0,Casino,01152SJ   ,630.2786,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
269,01148BP   ,05/09/2012,2,9,N,2,690.63,0.0,Sportsbook,01196ZZ   ,630.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
270,00C017    ,07/12/2012,22527_PRCH,22527,I,6,680.0,0.0,Poker,00J381    ,626.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
271,00C017    ,14/12/2012,22527_PRCH,22527,I,4,680.0,0.0,Poker,00357DG   ,625.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
272,01284UW   ,22/12/2012,46,5,I,29,676.0,816.0,Sportsbook,00C017    ,625.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,46,5,Sportsbook,Football,European Major Leagues,1
273,01284UW   ,30/11/2012,273,3,I,17,675.0,1018.12,Sportsbook,01152SJ   ,624.8048,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,273,3,Sportsbook,Basketball,European Basketball,1
274,01152SJ   ,13/12/2012,22527_PRCH,22527,I,9,671.3076,0.0,Poker,01152SJ   ,624.1808,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
275,00J381    ,13/11/2012,2,9,M,4,664.38,800.0,Sportsbook,01152SJ   ,623.6014,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
276,01152SJ   ,11/12/2012,22527_PRCH,22527,I,4,662.2825,0.0,Poker,01152SJ   ,620.0903,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
277,01152SJ   ,12/09/2012,22528_PRCH,22528,I,6,656.291,0.0,Casino,00357DG   ,602.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
278,00J381    ,28/12/2012,2,9,M,3,656.24,756.25,Sportsbook,01148BP   ,600.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
279,00357DG   ,16/11/2012,22512_XFER,22512,I,92,656.0,304.7,Vegas,01196ZZ   ,600.0,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
280,00C017    ,28/09/2012,22508_STKE,22508,I,48,656.0,0.0,Bingo,00775SM   ,587.2,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22508_STKE,22508,Bingo,Bingo VF,Bingo VF Stakes,1
281,00C017    ,14/09/2012,22527_PRCH,22527,I,3,650.0,0.0,Poker,01152SJ   ,586.717,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
282,00J381    ,22/09/2012,2,9,M,5,650.0,866.0,Sportsbook,00J381    ,580.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
283,00J381    ,11/10/2012,323,9,M,3,650.0,0.0,Sportsbook,00J381    ,575.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
284,01148BP   ,19/11/2012,2,9,M,2,650.0,0.0,Sportsbook,00C017    ,570.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
285,01284UW   ,12/10/2012,1,5,I,2,650.0,0.0,Sportsbook,00357DG   ,564.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,1,5,Sportsbook,Football,UK Football,1
286,01152SJ   ,04/09/2012,22527_PRCH,22527,I,1,630.2786,0.0,Poker,01152SJ   ,561.7977,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
287,01196ZZ   ,20/12/2012,22512_XFER,22512,I,5,630.0,180.0,Vegas,01152SJ   ,561.7627,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
288,00J381    ,07/10/2012,2,9,M,3,626.0,352.0,Sportsbook,00C017    ,560.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
289,00357DG   ,12/10/2012,22512_XFER,22512,I,294,625.0,946.9,Vegas,00J381    ,560.0,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
290,00C017    ,21/09/2012,22527_PRCH,22527,I,3,625.0,0.0,Poker,01284UW   ,560.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
291,01152SJ   ,22/10/2012,22528_PRCH,22528,I,4,624.8048,0.0,Casino,01152SJ   ,555.3497,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
292,01152SJ   ,23/10/2012,22528_PRCH,22528,I,4,624.8048,0.0,Casino,00J381    ,550.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
293,01152SJ   ,28/11/2012,22528_PRCH,22528,I,1,624.1808,0.0,Casino,01196ZZ   ,550.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
294,01152SJ   ,27/10/2012,22528_PRCH,22528,I,1,623.6014,0.0,Casino,00C017    ,545.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
295,01152SJ   ,01/10/2012,22527_PRCH,22527,I,1,620.0903,0.0,Poker,00J381    ,540.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
296,00357DG   ,17/11/2012,638,0,I,133,602.0,548.1,Games,01148BP   ,538.75,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,638,0,Games,Games tbc,Games tbc,1
297,01148BP   ,04/09/2012,2,9,I,2,600.0,0.0,Sportsbook,00J381    ,536.75,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
298,01148BP   ,19/10/2012,2,9,N,1,600.0,0.0,Sportsbook,01196ZZ   ,536.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
299,01148BP   ,11/11/2012,2,9,I,2,600.0,600.0,Sportsbook,00C017    ,531.9,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
300,01148BP   ,29/11/2012,2,9,I,3,600.0,1500.0,Sportsbook,00J381    ,520.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
301,01196ZZ   ,28/11/2012,3,8,I,3,600.0,0.0,Sportsbook,00J381    ,510.75,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,3,8,Sportsbook,Greyhounds,Greyhounds - Live,1
302,00775SM   ,07/10/2012,22508_STKE,22508,I,569,587.2,0.0,Bingo,01284UW   ,510.0,,,,,,,,,2815836,USD,0,1.0,SB,GIB,Mr,Buddy,Holly,17/10/2010,US,en,A,13/01/1964,Y,Silver,22508_STKE,22508,Bingo,Bingo VF,Bingo VF Stakes,1
303,01152SJ   ,06/09/2012,22528_PRCH,22528,I,3,586.717,0.0,Casino,01152SJ   ,503.8416,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
304,00J381    ,02/10/2012,2,9,M,4,580.0,0.0,Sportsbook,00J381    ,502.1,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
305,00J381    ,07/10/2012,46,5,M,7,575.0,0.0,Sportsbook,00J381    ,500.25,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,46,5,Sportsbook,Football,European Major Leagues,1
306,00C017    ,12/10/2012,22527_PRCH,22527,I,2,570.0,0.0,Poker,00C017    ,500.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
307,00357DG   ,26/11/2012,635,0,I,76,564.0,347.9,Games,00J381    ,500.0,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,635,0,Games,Games tbc,Games tbc,1
308,01152SJ   ,11/10/2012,22528_PRCH,22528,I,4,561.7977,0.0,Casino,01148BP   ,500.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
309,01152SJ   ,28/11/2012,22527_PRCH,22527,I,1,561.7627,0.0,Poker,01148BP   ,500.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
310,00C017    ,18/11/2012,22527_PRCH,22527,I,2,560.0,0.0,Poker,01196ZZ   ,500.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
311,00J381    ,09/12/2012,323,9,M,2,560.0,0.0,Sportsbook,01152SJ   ,499.2511,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
312,01284UW   ,25/10/2012,275,5,I,11,560.0,441.63,Sportsbook,01152SJ   ,493.5025,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,275,5,Sportsbook,Football,UEFA Club Competitions,1
313,01152SJ   ,30/09/2012,22528_PRCH,22528,I,6,555.3497,0.0,Casino,01152SJ   ,489.6747,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
314,00J381    ,02/10/2012,42,4,M,2,550.0,484.62,Sportsbook,01284UW   ,487.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,42,4,Sportsbook,Cricket,International Cricket,1
315,01196ZZ   ,17/11/2012,1,5,I,7,550.0,109.15,Sportsbook,00J381    ,480.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,1,5,Sportsbook,Football,UK Football,1
316,00C017    ,16/11/2012,22527_PRCH,22527,I,2,545.0,0.0,Poker,01284UW   ,477.5,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
317,00J381    ,14/09/2012,2,9,M,3,540.0,866.67,Sportsbook,00J381    ,475.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
318,00J381    ,30/09/2012,46,5,M,6,540.0,1120.0,Sportsbook,01284UW   ,475.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,46,5,Sportsbook,Football,European Major Leagues,1
319,00J381    ,02/10/2012,275,5,M,7,540.0,780.0,Sportsbook,01152SJ   ,472.1435,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,275,5,Sportsbook,Football,UEFA Club Competitions,1
320,01148BP   ,03/12/2012,2,9,N,1,538.75,0.0,Sportsbook,01148BP   ,471.89,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
321,00J381    ,23/09/2012,42,4,M,3,536.75,0.0,Sportsbook,01284UW   ,470.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,42,4,Sportsbook,Cricket,International Cricket,1
322,01196ZZ   ,15/12/2012,2,9,I,6,536.0,572.0,Sportsbook,00357DG   ,461.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
323,00C017    ,02/12/2012,22508_STKE,22508,I,56,531.9,0.0,Bingo,00J381    ,460.89,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22508_STKE,22508,Bingo,Bingo VF,Bingo VF Stakes,1
324,00J381    ,23/09/2012,1,5,M,10,520.0,600.0,Sportsbook,00C017    ,460.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
325,00J381    ,17/10/2012,2,9,M,3,520.0,525.0,Sportsbook,01196ZZ   ,460.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
326,00J381    ,28/11/2012,2,9,M,3,520.0,0.0,Sportsbook,00J381    ,456.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
327,00J381    ,19/09/2012,323,9,M,3,510.75,0.0,Sportsbook,00J381    ,450.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
328,01284UW   ,10/10/2012,1,5,I,4,510.0,0.0,Sportsbook,01148BP   ,450.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,1,5,Sportsbook,Football,UK Football,1
329,01152SJ   ,05/09/2012,22527_PRCH,22527,I,4,503.8416,0.0,Poker,01196ZZ   ,450.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
330,00J381    ,01/10/2012,42,4,M,2,502.1,414.72,Sportsbook,01284UW   ,450.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,42,4,Sportsbook,Cricket,International Cricket,1
331,00J381    ,05/12/2012,275,5,N,3,500.25,674.07,Sportsbook,01152SJ   ,448.6818,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,275,5,Sportsbook,Football,UEFA Club Competitions,1
332,00C017    ,07/09/2012,22527_PRCH,22527,I,2,500.0,0.0,Poker,00C017    ,445.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
333,00C017    ,05/10/2012,22527_PRCH,22527,I,3,500.0,0.0,Poker,00J381    ,444.62,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
334,00C017    ,09/11/2012,22527_PRCH,22527,I,2,500.0,0.0,Poker,00J381    ,440.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
335,00C017    ,20/11/2012,22527_PRCH,22527,I,2,500.0,0.0,Poker,00J381    ,430.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
336,00J381    ,26/12/2012,323,9,M,3,500.0,1519.38,Sportsbook,01284UW   ,427.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
337,01148BP   ,03/09/2012,2,9,I,2,500.0,0.0,Sportsbook,00357DG   ,420.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
338,01148BP   ,06/09/2012,2,9,N,2,500.0,0.0,Sportsbook,00J381    ,420.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
339,01148BP   ,13/09/2012,,0,N,1,500.0,500.0,#N/A,01152SJ   ,418.8285,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,,0,Sportsbook,Various,Manual Bets (Various),1
340,01148BP   ,13/09/2012,2,9,N,1,500.0,850.0,Sportsbook,00357DG   ,416.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
341,01148BP   ,16/09/2012,2,9,M,1,500.0,954.55,Sportsbook,01148BP   ,412.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
342,01148BP   ,25/09/2012,2,9,I,3,500.0,0.0,Sportsbook,00J381    ,410.75,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
343,01148BP   ,01/10/2012,2,9,M,1,500.0,1400.0,Sportsbook,00775SM   ,403.1,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
344,01148BP   ,13/10/2012,2,9,I,2,500.0,0.0,Sportsbook,01284UW   ,403.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
345,01148BP   ,23/10/2012,2,9,N,1,500.0,0.0,Sportsbook,01152SJ   ,400.5465,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
346,01148BP   ,07/11/2012,2,9,N,1,500.0,1875.0,Sportsbook,01152SJ   ,400.0499,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
347,01148BP   ,06/12/2012,2,9,M,1,500.0,1250.0,Sportsbook,00C017    ,400.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
348,01148BP   ,08/12/2012,2,9,I,2,500.0,900.0,Sportsbook,00J381    ,400.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
349,01196ZZ   ,08/10/2012,2,9,I,3,500.0,0.0,Sportsbook,00J381    ,400.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
350,01152SJ   ,06/11/2012,22527_PRCH,22527,I,1,499.2511,0.0,Poker,01148BP   ,400.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
351,01152SJ   ,26/12/2012,22527_PRCH,22527,I,1,493.5025,0.0,Poker,01196ZZ   ,400.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
352,01152SJ   ,18/12/2012,22528_PRCH,22528,I,4,489.6747,0.0,Casino,00J381    ,393.4,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
353,01284UW   ,03/12/2012,46,5,I,22,487.0,455.0,Sportsbook,01196ZZ   ,390.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,46,5,Sportsbook,Football,European Major Leagues,1
